contract_id,sim_to_Affiliate License-Licensee,sim_to_Affiliate License-Licensor,sim_to_Agreement Date,sim_to_Anti-Assignment,sim_to_Audit Rights,sim_to_Cap On Liability,sim_to_Change Of Control,sim_to_Competitive Restriction Exception,sim_to_Covenant Not To Sue,sim_to_Document Name,sim_to_Effective Date,sim_to_Exclusivity,sim_to_Expiration Date,sim_to_Governing Law,sim_to_Insurance,sim_to_Ip Ownership Assignment,sim_to_Irrevocable Or Perpetual License,sim_to_Joint Ip Ownership,sim_to_License Grant,sim_to_Liquidated Damages,sim_to_Minimum Commitment,sim_to_Most Favored Nation,sim_to_No-Solicit Of Customers,sim_to_No-Solicit Of Employees,sim_to_Non-Compete
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT,0.2963466,0.20585832,0.29723358,0.337516,0.25522143,0.28550223,0.3845682,0.36583018,0.27758852,0.39964634,0.5774673,0.32259044,0.51566094,0.38870582,0.38135046,0.32797593,0.13127288,0.36072356,0.36785394,0.34284058,0.31620392,0.19866997,0.28083563,0.45882648,0.30034062
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",0.43769258,0.39770886,0.15382533,0.56892526,0.33150446,0.3322196,0.49571484,0.40751427,0.41062415,0.40078565,0.38314283,0.46630386,0.39391094,0.3235058,0.3009966,0.3991959,0.2699365,0.5163645,0.43992049,0.30921084,0.33820057,0.3515063,0.3765417,0.37886372,0.41886503
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,0.4180352,0.49021748,0.14531031,0.47508287,0.31433424,0.40887326,0.4549939,0.42875135,0.3538013,0.55107164,0.42849854,0.41228285,0.42566174,0.46854377,0.42665356,0.4852589,0.45233667,0.49741265,0.45426738,0.47729146,0.33099586,0.38946894,0.4637689,0.38027042,0.30495712
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT,0.35539845,0.31337234,0.2927975,0.4386443,0.3484941,0.39839238,0.53782314,0.42259142,0.36892098,0.48238814,0.55809283,0.41505623,0.46951383,0.33639857,0.4075598,0.4314569,0.2874486,0.5098135,0.422059,0.4410475,0.45725733,0.36087066,0.39366648,0.4135395,0.34357256
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,0.32650924,0.34071708,0.3728859,0.4444276,0.269025,0.37578276,0.32000497,0.3685999,0.2655137,0.46287167,0.6246679,0.39372373,0.5245517,0.334046,0.47521126,0.31841284,0.31663108,0.42981827,0.33132,0.3201056,0.3453862,0.24320665,0.4657475,0.48854378,0.30079022
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement,0.3239833,0.3002536,0.31855717,0.2771929,0.2136434,0.21573511,0.34284514,0.28672433,0.36048317,0.3389501,0.48245043,0.36867636,0.41448194,0.32968712,0.2330229,0.32358634,0.2355386,0.34057736,0.2564807,0.19699645,0.38228366,0.20369789,0.4000663,0.29951552,0.23069173
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement,0.29207945,0.3408947,0.15859473,0.3389272,0.29106566,0.3680582,0.22100882,0.25847527,0.37514392,0.38425067,0.25022924,0.31963927,0.32996815,0.24796751,0.20986131,0.33756942,0.35458845,0.38283324,0.37789607,0.135316,0.276847,0.19801101,0.38991678,0.23113792,0.16507156
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,0.46266684,0.40039855,0.2972897,0.51402307,0.43662748,0.48543188,0.47275692,0.5074457,0.5255795,0.44102105,0.61836356,0.49549294,0.6076127,0.6097063,0.38927478,0.52268434,0.35167032,0.52242017,0.4644246,0.38344702,0.5311917,0.40224952,0.5640861,0.4957795,0.42573267
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,0.55539244,0.5614667,0.060983088,0.52705145,0.34767422,0.36692873,0.46274468,0.45928445,0.40285674,0.52385724,0.35536927,0.44061476,0.3776558,0.4077931,0.42377198,0.4861115,0.48854598,0.5291022,0.5329385,0.30214632,0.25873727,0.33350295,0.4762584,0.376926,0.301248
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,0.35600013,0.38307375,0.278084,0.48405087,0.21745004,0.43141434,0.4389937,0.37692228,0.47654915,0.45921656,0.5093535,0.3962665,0.49978733,0.37199137,0.21276847,0.42967594,0.33766544,0.43783763,0.37909532,0.31766295,0.39288837,0.28729576,0.42287675,0.40976906,0.29539394
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,0.25573865,0.3070457,0.37547135,0.4145965,0.3924573,0.3482908,0.37147117,0.32884294,0.35293433,0.49158376,0.6100148,0.42297107,0.5611382,0.3135869,0.41188318,0.324027,0.3145449,0.42711657,0.30949324,0.36252007,0.34674478,0.28611988,0.43733418,0.45871985,0.2852105
"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT",0.31347156,0.33960626,0.28306535,0.46962497,0.32778075,0.40947506,0.40760174,0.3800071,0.41327685,0.43201903,0.5574449,0.47784993,0.63548315,0.3820712,0.422678,0.36598292,0.25194138,0.47630894,0.37265474,0.370744,0.46675804,0.36101657,0.4995633,0.44203442,0.37764215
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement,0.50705093,0.4995021,0.24433011,0.52688545,0.31774956,0.40719926,0.5158297,0.52101564,0.533284,0.49027693,0.5315424,0.45733455,0.44388294,0.55119634,0.31173006,0.48863268,0.46096694,0.54287827,0.50040305,0.30602962,0.40078178,0.36586395,0.44689327,0.41055104,0.51912445
SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,0.35935554,0.38282055,0.31687886,0.48671585,0.27903712,0.3613838,0.4522912,0.3836615,0.410895,0.51142204,0.6266464,0.41536012,0.63570035,0.32743686,0.37159437,0.391967,0.37777942,0.48963618,0.39119488,0.37462795,0.42227724,0.33093297,0.44500467,0.45113558,0.27982455
"Sonos, Inc. - Manufacturing Agreement",0.4219403,0.36624414,0.20612666,0.39697996,0.48927802,0.3559174,0.4592627,0.4048071,0.39322144,0.44415075,0.5424089,0.4077888,0.512265,0.46946982,0.42891568,0.35739034,0.3102647,0.48056042,0.45631793,0.35089916,0.42829326,0.29076424,0.4951256,0.4892022,0.40778935
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,0.34572357,0.32141006,0.34011745,0.47293097,0.33787858,0.43141997,0.46140575,0.40953702,0.42769152,0.45560208,0.60706055,0.36543816,0.48938635,0.4487393,0.41490632,0.409109,0.2875871,0.43926293,0.37417406,0.403641,0.4687838,0.31578863,0.45422676,0.46946836,0.43538368
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2,0.31373158,0.3730439,0.24443907,0.44786268,0.25190818,0.42409527,0.54485786,0.39065686,0.38708425,0.45691073,0.4078696,0.38195938,0.3880689,0.32776326,0.30887815,0.40777308,0.35472146,0.47627163,0.35730118,0.3707906,0.4067273,0.3629439,0.38534477,0.28152248,0.3569579
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3,0.34233296,0.32875606,0.1524913,0.3895566,0.15708232,0.22417657,0.38341814,0.34073222,0.2832328,0.42009783,0.31249794,0.28952417,0.28947347,0.5069614,0.36340058,0.35409176,0.30300617,0.4007932,0.33727133,0.23190059,0.24411342,0.14234878,0.32861567,0.24122682,0.29438078
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4,0.19098687,0.2153508,0.21476316,0.23956028,0.22658657,0.2265748,0.19384173,0.22045004,0.266396,0.20554829,0.14817667,0.16900212,0.0795077,0.33270738,0.28402025,0.35122895,0.13382706,0.1815223,0.23355743,0.15856439,0.28931618,0.1972944,0.2336552,0.19121628,0.33096963
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,0.45619875,0.5295266,0.10639275,0.48018837,0.32222039,0.48749056,0.5291356,0.5124276,0.45015398,0.4966576,0.433698,0.50419456,0.48541075,0.33025596,0.35703042,0.46706605,0.36907625,0.5582329,0.4598291,0.32830554,0.42870483,0.3882385,0.4967663,0.5119705,0.3829494
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,0.4115493,0.3571869,0.31014323,0.52989936,0.34749046,0.52179825,0.50304466,0.4546034,0.41882288,0.50028217,0.63250935,0.4794855,0.6247142,0.53325844,0.44163197,0.4627635,0.3759422,0.56657565,0.4301724,0.46255064,0.4259344,0.3391537,0.52319163,0.57574177,0.363283
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,0.37968865,0.44306505,0.32765827,0.43701613,0.338062,0.3440373,0.4442391,0.3473902,0.44695634,0.4588005,0.58971167,0.3885405,0.56531185,0.31248724,0.4054653,0.35840285,0.33678675,0.38471374,0.32986516,0.44039232,0.4366386,0.33449465,0.40709883,0.44115722,0.43577135
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,0.49527824,0.4208213,0.20763956,0.45449004,0.39931577,0.3830899,0.5021161,0.5229472,0.50052166,0.51354766,0.47220188,0.4304042,0.4852767,0.39670902,0.33898067,0.40048957,0.34854865,0.49820286,0.43651313,0.25001785,0.45118073,0.3291641,0.55338144,0.4792359,0.40057653
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT,0.2915783,0.28772888,0.15060705,0.4378574,0.22231439,0.3361209,0.3760991,0.3595872,0.290406,0.3194933,0.42180973,0.30565837,0.4114407,0.44938904,0.4220857,0.334887,0.2096166,0.45671782,0.32302305,0.36160746,0.37476945,0.20450133,0.49611807,0.36898446,0.40570956
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",0.3511303,0.23302707,0.053295583,0.34347734,0.1700426,0.26531988,0.38764346,0.32674843,0.34839928,0.43635595,0.21727535,0.33615512,0.30881986,0.1808705,0.2620449,0.32410997,0.29117694,0.39283282,0.32514572,0.1714889,0.2644779,0.2521235,0.34714842,0.19193181,0.2379587
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT,0.50463426,0.47639108,0.17457566,0.54042554,0.28983462,0.46297073,0.5189094,0.46695375,0.55682075,0.49817222,0.42652512,0.4972962,0.42042753,0.40473738,0.3699274,0.49759305,0.4087138,0.50484884,0.52678853,0.3230059,0.44659632,0.27226847,0.5210242,0.386274,0.3725441
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,0.24424988,0.2556364,0.2508253,0.20937645,0.21259351,0.20843703,0.3670966,0.27635285,0.23965836,0.21476543,0.29992235,0.22480258,0.36846876,0.0738619,0.15506575,0.23755199,0.4063344,0.2748214,0.1916312,0.23065013,0.14372444,0.21956274,0.25057608,0.17356285,0.2187365
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,0.368322,0.45856518,0.21171962,0.47816703,0.33675644,0.39327636,0.44845164,0.34870702,0.38950917,0.42191553,0.45923868,0.39501083,0.47556984,0.20258626,0.29540828,0.40690255,0.37723047,0.4453824,0.40019357,0.3299579,0.2815342,0.3486785,0.4677263,0.38274682,0.2781006
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT",0.3237955,0.22735646,0.22927825,0.38720912,0.32922798,0.34436375,0.31564468,0.37773925,0.3536756,0.22482695,0.5202551,0.3308164,0.46253425,0.25971496,0.2679819,0.2981429,0.15840189,0.39383012,0.38702884,0.28294542,0.30682293,0.20561215,0.376096,0.561268,0.29588056
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT,0.31314427,0.27393967,0.29080486,0.40373173,0.2439565,0.2799257,0.40076795,0.38909745,0.31141657,0.36774653,0.5171557,0.49200284,0.5053751,0.40307266,0.45383412,0.3716459,0.3343159,0.3514834,0.33601415,0.42840177,0.48050213,0.24098966,0.44968587,0.41492325,0.24403709
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,0.36909583,0.38259393,0.17069864,0.52372473,0.27458403,0.39347526,0.46059966,0.4703651,0.46995032,0.46763337,0.525455,0.3385663,0.40781373,0.418738,0.34594595,0.41697285,0.3114051,0.53754675,0.43195346,0.4206265,0.33214837,0.3372176,0.48109776,0.5261644,0.37366652
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",0.27416062,0.28568077,0.37106538,0.41943243,0.35777605,0.29897788,0.3968111,0.3259002,0.3500038,0.3549763,0.49069136,0.4072653,0.4547079,0.29609337,0.3389575,0.4356299,0.3040792,0.5245797,0.36474913,0.32431403,0.38232923,0.3194984,0.34620583,0.3713345,0.32794404
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,0.34862646,0.28928494,0.3191596,0.41732717,0.29694223,0.3333618,0.41393608,0.45720413,0.33381766,0.4498739,0.6247971,0.35591924,0.46956867,0.4377319,0.34832805,0.35297716,0.2628088,0.4666034,0.33482307,0.45880687,0.37464207,0.33726048,0.49355227,0.5197842,0.37788874
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,0.25761682,0.2528636,0.24951002,0.47093898,0.41256875,0.4554069,0.36614347,0.37098947,0.32499993,0.47098142,0.5003665,0.35512954,0.4905377,0.37558907,0.46002346,0.3930151,0.25762922,0.447822,0.3031898,0.41895717,0.40328255,0.32857096,0.469668,0.36072257,0.32914782
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT,0.3466519,0.3542096,0.18135282,0.51551116,0.38678294,0.41699663,0.42361495,0.4031951,0.3664445,0.42934448,0.4485099,0.36512047,0.42856097,0.42369992,0.34206173,0.42237192,0.26887804,0.51228714,0.46612382,0.47317082,0.38012463,0.39370865,0.41250247,0.4113719,0.3319535
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT,0.36951205,0.41315776,0.20370634,0.3670506,0.27116877,0.27457306,0.48018226,0.5067768,0.31716916,0.42204624,0.5465765,0.35812402,0.4469372,0.43140665,0.32591057,0.40899527,0.40602297,0.56259763,0.4230045,0.30757973,0.29975235,0.3789862,0.39149368,0.50287807,0.38525033
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",0.28575525,0.3281461,0.24911697,0.41846067,0.27516636,0.30919722,0.49246034,0.3990162,0.47703037,0.45613822,0.43202704,0.38511685,0.4436165,0.35982978,0.26283306,0.3634246,0.25848907,0.4706167,0.46710083,0.26560155,0.37434304,0.388406,0.3775869,0.3408544,0.4558887
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,0.16497819,0.225589,0.33427203,0.2935506,0.19178721,0.2991787,0.241305,0.28720564,0.2094902,0.37952614,0.38491768,0.20914382,0.31243777,0.30399525,0.29840356,0.29916182,0.25042844,0.30402827,0.2899769,0.3256281,0.28713816,0.26274878,0.32098192,0.2667107,0.24934664
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,0.47051346,0.42761874,0.18465437,0.49491453,0.29442364,0.35984236,0.5035974,0.37634134,0.5225822,0.41532665,0.49086955,0.38442692,0.4279213,0.43595144,0.28742105,0.5090008,0.3689397,0.47641832,0.41058236,0.2833634,0.44722995,0.37266815,0.49773297,0.39442164,0.41701955
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,0.30896148,0.24450485,-0.0027459804,0.3777274,0.007274471,0.24295193,0.31433398,0.28747424,0.21260099,0.15101847,0.097960725,0.2811334,0.07126729,0.13781595,0.13579011,0.25402588,0.1585328,0.1549256,0.21419907,0.16072948,0.16866513,0.18251988,0.23305596,0.13566893,0.18455386
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,0.37217408,0.36111087,0.37537068,0.460039,0.32789078,0.40376472,0.44608527,0.33264673,0.3845396,0.4728794,0.60067743,0.43743062,0.6513827,0.346556,0.39485425,0.36689216,0.33324254,0.37032723,0.30395368,0.41207147,0.4731235,0.36525345,0.47839895,0.41903567,0.33727294
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,0.48272425,0.33028847,0.25921753,0.38670748,0.28710908,0.27849647,0.38902223,0.4034081,0.38266584,0.48471737,0.6315993,0.33980623,0.5438473,0.30256054,0.35495973,0.39554965,0.38899747,0.44746035,0.34665608,0.36487484,0.42939386,0.31920955,0.44976884,0.4823212,0.27918303
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,0.3793115,0.30514207,0.26136476,0.34645066,0.20221964,0.28247118,0.47823298,0.4505729,0.38459694,0.4429704,0.5929391,0.36846757,0.60439986,0.29132116,0.3196413,0.368982,0.37889516,0.4154582,0.31087548,0.27985984,0.407458,0.29878336,0.39444172,0.5000996,0.25686163
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT,0.35539678,0.3109448,0.26358634,0.40497428,0.32567048,0.39345714,0.4441991,0.4575527,0.37112492,0.41163468,0.6186833,0.33443487,0.5542107,0.5160055,0.4401296,0.3998888,0.32708585,0.51762354,0.36433086,0.44214815,0.37074137,0.28286952,0.45918232,0.45803565,0.3509853
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,0.28343987,0.37408343,0.24662085,0.43103436,0.30978817,0.37302437,0.3464316,0.2710632,0.39572453,0.37108764,0.5245332,0.4949603,0.53067,0.34495062,0.29013124,0.28543812,0.27231807,0.36418736,0.36965168,0.33757374,0.40282992,0.38015014,0.32527572,0.3608916,0.28815055
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc.",0.29366928,0.27331597,0.14064083,0.30247384,0.16593772,0.16277543,0.29071555,0.32141182,0.3023333,0.25649387,0.2519465,0.32769194,0.25670788,0.17963949,0.15329479,0.22368643,0.19159842,0.30995512,0.32755616,0.14910041,0.19291401,0.22109482,0.35100758,0.18313274,0.22409499
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT,0.3694176,0.2753093,0.31570363,0.42182976,0.40251106,0.39971545,0.47655755,0.4126191,0.445783,0.33834758,0.54738843,0.33049515,0.41510463,0.42689413,0.29360864,0.36921763,0.23474807,0.53572416,0.42828953,0.34335786,0.3762114,0.30992228,0.39257288,0.45598805,0.42154133
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT,0.3218763,0.35859072,0.1800441,0.3553936,0.17414898,0.27046934,0.37009192,0.3462929,0.31377515,0.4461193,0.4650517,0.30558705,0.49644423,0.40221408,0.24123296,0.32551593,0.2941925,0.48188448,0.4539205,0.25060803,0.34903145,0.38238418,0.3541616,0.31248015,0.34434918
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement,0.38853252,0.39965832,0.25147337,0.43540746,0.36268026,0.3212455,0.55384743,0.5469561,0.41187054,0.5204997,0.6442573,0.3962521,0.5830647,0.35172233,0.39651906,0.4152435,0.3177479,0.5692311,0.41960633,0.36369777,0.44534528,0.3096276,0.44689,0.6042454,0.38535535
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,0.38739297,0.41058022,0.3016644,0.42366368,0.48732263,0.39011353,0.42852688,0.42562377,0.37081635,0.5201143,0.6033041,0.3908484,0.60847825,0.41025013,0.5112908,0.3932572,0.31112292,0.49987233,0.39812642,0.42156327,0.4995662,0.34297252,0.43904608,0.53395015,0.3494329
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,0.3926166,0.37228882,0.30457127,0.41092688,0.3215627,0.31468573,0.52932596,0.57238716,0.38535336,0.514857,0.66727483,0.44563782,0.6516489,0.36400408,0.37961918,0.36387068,0.35066986,0.4970745,0.4056242,0.4190666,0.43897423,0.31920114,0.47479498,0.5587586,0.31256312
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT,0.36082086,0.4161526,0.27380675,0.43356526,0.35171002,0.29916942,0.4333876,0.37187386,0.3723117,0.42001837,0.48615396,0.3808601,0.5190317,0.37756875,0.3313594,0.45506957,0.42932454,0.55649495,0.4590356,0.35151386,0.4211771,0.44945416,0.39379472,0.42526284,0.45603275
"VAPOTHERM, INC. - Manufacturing and Supply Agreement",0.3060523,0.36786225,0.37896752,0.3556695,0.32594818,0.30118746,0.3562802,0.33695185,0.28433102,0.50955534,0.6967891,0.38029757,0.6374495,0.4195059,0.41277963,0.356501,0.33244878,0.4729407,0.40664202,0.39294085,0.4070886,0.34066796,0.36685508,0.48922783,0.2913245
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,0.3355716,0.31230158,0.18965583,0.46484855,0.28322703,0.3704195,0.4308288,0.3085875,0.40343183,0.41044363,0.42690057,0.30410022,0.36981267,0.31060982,0.38632977,0.33627152,0.31130016,0.43205956,0.3468876,0.3833698,0.36060613,0.26284873,0.43264163,0.34434527,0.3428226
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT",0.4848839,0.43960878,0.15961361,0.50791764,0.36041754,0.3862112,0.3343184,0.32300553,0.44347924,0.39271778,0.34378082,0.5556215,0.37885058,0.39885607,0.37671918,0.37663645,0.27963197,0.42073947,0.43801197,0.16838382,0.38559937,0.37457412,0.40678313,0.2666613,0.24698283
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",0.3599383,0.35409933,0.22122902,0.4420529,0.3127519,0.43441972,0.44141823,0.41437826,0.45135298,0.3694157,0.46839827,0.40976092,0.40763113,0.4167124,0.26474243,0.44733635,0.3320768,0.60388356,0.3449576,0.3697138,0.32523918,0.41277975,0.44281012,0.4892347,0.3927119
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,0.22602838,0.23223577,0.34826356,0.34065914,0.27368954,0.32823384,0.26767325,0.25782132,0.25772613,0.28399265,0.5952591,0.37621537,0.55468494,0.30654225,0.37788105,0.223571,0.21226281,0.3626809,0.26036534,0.37118745,0.35390368,0.28368187,0.3573143,0.4187693,0.24383622
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT,0.36971688,0.45414478,0.1336237,0.49005535,0.28953695,0.44433463,0.46253866,0.38568813,0.4462493,0.44212145,0.33928943,0.4165402,0.3599463,0.39044356,0.23502775,0.52703,0.36312217,0.5422317,0.45818996,0.29866722,0.3334757,0.34416986,0.3657237,0.27618253,0.3217156
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,0.38918072,0.30975306,0.22548148,0.47049984,0.4201949,0.46974093,0.39932257,0.4170736,0.36434633,0.34948617,0.42420506,0.27346808,0.40540713,0.4427058,0.39460525,0.4025057,0.30235302,0.51554376,0.39280635,0.38699055,0.26016986,0.3256554,0.43695456,0.3804052,0.40865517
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,0.41277575,0.40227598,0.21066809,0.38562757,0.33458352,0.43653962,0.4238683,0.49183327,0.37755686,0.52499044,0.5487675,0.33360866,0.5017048,0.4678448,0.39704695,0.40311253,0.4007734,0.55411255,0.39578688,0.35422337,0.38842,0.34052324,0.47811157,0.4959401,0.3104242
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT,0.41970217,0.40615743,0.2565467,0.44688374,0.29744983,0.33896047,0.38380325,0.4205443,0.38791078,0.45503062,0.40644717,0.4287668,0.4194649,0.40787217,0.51571107,0.41925395,0.3845682,0.37707436,0.35987705,0.35126203,0.4548672,0.24909215,0.4542836,0.3781771,0.3196194
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",0.12278046,0.14372186,0.13828693,0.21045256,0.116854556,0.110501036,0.22175652,0.13423532,0.2876832,0.23392907,0.13136488,0.24303153,0.1905236,0.1306296,0.17808582,0.21879429,0.13704365,0.3106772,0.17911267,0.14578381,0.2682988,0.089040115,0.14267687,0.07428029,0.251653
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",0.33603263,0.32560384,0.30599988,0.37415853,0.3131492,0.32753804,0.41264993,0.41840094,0.33572942,0.49435446,0.67731464,0.3876176,0.58654886,0.5279779,0.39307657,0.33150142,0.3150927,0.51197684,0.43875152,0.36482543,0.40075833,0.31309873,0.38731945,0.5093706,0.35594514
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT",0.33569247,0.24526985,0.3536495,0.41388988,0.2801544,0.3636546,0.44654,0.27438763,0.38068968,0.43382496,0.5842432,0.36007357,0.5657538,0.36617646,0.33577985,0.36234543,0.25314322,0.42152938,0.3510743,0.302904,0.42145827,0.2768767,0.385994,0.45562422,0.357123
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,0.54050666,0.51957405,0.25511494,0.5599584,0.40604728,0.41814733,0.54711056,0.5684281,0.5256962,0.52986777,0.48319978,0.60738397,0.51622844,0.39633638,0.4890198,0.46950918,0.38061666,0.5170069,0.54088676,0.31313118,0.55901307,0.37962508,0.5213977,0.50102824,0.46560067
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",0.31346485,0.38693056,0.1994155,0.32837301,0.25323534,0.34387535,0.31148982,0.3732773,0.36846286,0.41998827,0.42282116,0.4072131,0.34942392,0.2797976,0.2786119,0.29888874,0.33268744,0.39418238,0.3671649,0.2619056,0.32299232,0.37122965,0.36899757,0.3367331,0.23543617
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT",0.29416484,0.4059541,0.23176378,0.4241613,0.31048986,0.2682438,0.39722162,0.33384976,0.40094572,0.41423696,0.4386924,0.44623515,0.3788362,0.3594885,0.45701236,0.35437828,0.34506863,0.33767062,0.42460045,0.36626342,0.42476737,0.19844264,0.4551253,0.40431345,0.26129693
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement,0.43454528,0.23241737,0.27044863,0.48550838,0.32226813,0.3676967,0.49302375,0.46282685,0.38999474,0.38124233,0.52098894,0.29058912,0.4306387,0.4469828,0.32523158,0.44960144,0.28456652,0.49395156,0.34970155,0.41077095,0.31395668,0.34974873,0.42355716,0.47442338,0.33667547
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement,0.30956262,0.27692518,0.38157976,0.40077746,0.33158565,0.29972455,0.3873952,0.3671141,0.32067263,0.4668483,0.58606243,0.3491764,0.6051789,0.37767735,0.3949598,0.32007653,0.2273914,0.43196982,0.39064193,0.3638374,0.43281102,0.36984134,0.37654543,0.46809584,0.4121424
